What's Your Belonging Style?	whats-your-belonging-style	profile	belonging	The Outsider Looking In | The Always-Almost-In | The Lone Wolf by Habit | The Quietly Connected	Diagnoses why connection feels hard for you, validating church-loneliness without blame; "belong before you believe" makes it warm and shareable.	84	Crossway "Feeling Alone in a Crowded Congregation" and "Belong. Believe. Behave" describe belonging styles and the outsider experience; "it's hard to trust when you feel like an outsider" is a core theme.
Why Is It So Hard for You to Make Friends?	why-hard-to-make-friends	profile	friendship	You Wait to Be Chosen | You Fear the First Move | You Keep It Surface | You're Spread Too Thin	Names your specific friendship blocker, an enormous adult/Christian pain point, with one tiny biblical next step; "this is literally me" energy.	88	"How to make friends as an adult" is a major topic (Psychology Today, Gospel Coalition, Crosswalk "10 Ways to Make Friends if You're Lonely at Church"); share of US adults with no close friends quadrupled to 12% since 1990.
Which Bible Friendship Do You Long For?	bible-friendship-you-long-for	archetype	friendship	David and Jonathan | Ruth and Naomi | Paul and Timothy | Jesus and His Inner Three	Lets the friend-starved pick the bond they crave; aspirational and gift-able to a friend ("you're my Jonathan"). Distinct from a friendship-type sorter.	83	Adult-friendship and church-loneliness corpus repeatedly invokes biblical friendship as the antidote; David/Jonathan, Ruth/Naomi, Paul/Timothy are the canonical Christian friendship models.
What's Your Self-Worth Source?	whats-your-self-worth-source	profile	identity	Performance-Based | Approval-Based | Comparison-Based | Grace-Based	Reveals the foundation your worth stands on and whether it can hold; the "grace-based" goal-state makes people want to share and aspire.	82	Identity-in-Christ teaching contrasts striving/performance/approval worth with grace ("you don't have to strive to be accepted by God", Romans 15:7); a foundational Christian self-worth theme.
Which Lie From the Mirror Do You Believe?	lie-from-the-mirror	profile	identity	"I'm Not Pretty Enough" | "I'm Too Much" | "I'm Forgettable" | "I'll Never Be Enough"	Tackles appearance/body-image insecurity head-on with a tender truth reframe; raw, confessional, and highly shareable among women especially.	84	Comparison sermons cite "filtered beauty standards leading to eating disorders/self-harm"; body-image and "not pretty/good enough" are explicit threads in comparison and identity content.
What's Your Social-Media Comparison Type?	social-media-comparison-type	profile	comparison	The Doom-Scroller | The Curator | The Lurker-Comparer | The FOMO Feeler	Hyper-current quiz on how the feed messes with your worth; named types are instantly tag-a-friend material for the most relatable modern struggle.	90	Comparison-thief-of-joy sources directly blame social media for envy/depression and "feeling down on ourselves"; social-media comparison is the dominant modern form of the comparison struggle.
Which "Found by God" Story Is Yours?	found-by-god-story	archetype	belonging	The Prodigal Who Came Home | Zacchaeus in the Tree | The Lost Sheep | The Woman at the Well	For anyone who's felt lost or far off; the "God came looking for ME" payoff is profoundly moving and shareable. Belonging through being sought.	88	Second-chance/belonging corpus centers the prodigal son, Zacchaeus ("you belong with me" before he changed), and the lost sheep/coin/son ("Jesus came to seek and save the lost").
Are You Living From Approval or Acceptance?	approval-or-acceptance	profile	identity	The Approval Chaser | The People-Pleaser | The Performer | The Already-Accepted	A sharp two-state mirror that exposes the exhausting approval treadmill vs resting in being accepted; "stop performing for love" is deeply quotable.	83	Identity resources stress you already have "the stamp of approval from Him" and never have to "try harder for Him to love you more" (Joyce Meyer, Romans 15:7); approval-vs-acceptance is a core identity tension.
What's Your Inner Critic's Favorite Lie?	inner-critic-favorite-lie	profile	identity	"You're a Failure" | "You're Unlovable" | "You Don't Belong" | "You're Stuck Forever"	Personifies the negative voice and names its go-to line, then silences it with truth; the "my inner critic says ___" hook is share-and-relate gold.	85	Seedword/renew.org list enemy lies almost verbatim ("you're stuck and hopeless", "you aren't lovable"); the inner-critic / shame voice is a defining identity struggle in this corpus.
Which Outsider Woman of the Bible Are You?	outsider-woman-of-the-bible	archetype	belonging	The Woman at the Well | Hagar | Ruth the Foreigner | The Bleeding Woman	For women who feel on the margins; each was an outsider Jesus/God moved toward. Distinct from generic woman-of-the-Bible by its "outsider/unseen" lens.	86	Crossway "5 Stories of Forgotten Women", Almost Heretical and HISsparrow lists spotlight marginalized women (woman at the well, Hagar, Ruth, the bleeding woman) as outsiders God sees and includes.
What Does Your Loneliness Need Right Now?	what-your-loneliness-needs	profile	loneliness	Deep Connection | A Community | To Be Truly Known | God's Presence	Reframes loneliness from a flaw into an unmet need with a next step; gentle, practical, and shareable as "this is what I actually needed to hear".	82	Gospel Coalition "The Christian Cure for Loneliness Isn't Just More Friends" distinguishes needs (being known/loved vs more contacts); maps onto emotional vs social vs existential loneliness types.
What's Your "Not Enough" Story?	whats-your-not-enough-story	profile	identity	Not Smart Enough | Not Holy Enough | Not Successful Enough | Not Wanted Enough	Pinpoints the specific flavor of "not enough" you carry and rewrites the ending with grace; the universal "not enough" hook is irresistibly relatable.	89	"Not good enough / not enough" is the single most cited identity lie across Cru, Daughter of Delight, and identity-verse roundups ("You are enough in Christ"); a top emotional driver.
Which Hidden-Hero of the Bible Matches You?	hidden-hero-of-the-bible	archetype	identity	Epaphras (the prayer warrior) | Onesimus (the second-chance one) | Andrew (the quiet connector) | The Boy With the Loaves	For people who feel small or behind-the-scenes; celebrates unseen faithfulness. Distinct from apostle/character quizzes by its "obscure but vital" angle.	80	Roundups of "obscure / lesser-known / underappreciated Bible characters" (AnsweredFaith, Rambling Everon "The Invisibles", Mockingbird) spotlight background figures whose small acts mattered.
Are You the Older Brother or the Prodigal?	older-brother-or-prodigal	archetype	identity	The Prodigal (came home wrecked) | The Older Brother (stayed but resentful)	A binary self-test from the most famous parable, exposing both the shame path AND the secret-resentment path; debatable, convicting, shareable.	85	Parable of the Prodigal Son (Wikipedia, Diana Leagh Matthews) is one of the best-known second-chance stories; the older-brother resentment angle is a classic, less-discussed self-recognition.
What's Your Belonging Wound?	whats-your-belonging-wound	profile	belonging	The Always-Left-Out | The Never-Picked | The Different One | The Drifted-Away	Names the early experience behind why belonging feels unsafe, with compassion and hope; "wound" framing is vulnerable and high-resonance.	81	"Belonging begins with noticing who's missing" and church-cliques/"full of cliques" content (Equipping Godly Women, Augustana) describe left-out and outsider wounds that shape adult belonging.
Which Insecurity Is Holding You Back?	which-insecurity-holds-you-back	profile	identity	Fear of Judgment | Fear of Failure | Fear of Not Belonging | Fear of Being Seen	Action-oriented insecurity diagnosis with a freedom-focused result; "what's secretly holding me back" is strong self-improvement + faith crossover.	82	Identity content (Cru, 412teens) ties insecurity/fear to not stepping into your identity; "confidence grows, shame and fear lose their grip" is the promised payoff in identity-in-Christ resources.
How Do You Handle Feeling Left Out?	how-you-handle-feeling-left-out	profile	loneliness	You Withdraw | You Overcompensate | You Numb It | You Pretend You're Fine	Maps your coping move when excluded, validating a universal sting with a healthier path; "feeling left out" is broadly relatable and confessional.	83	Church-loneliness corpus (Crossway "Feeling Alone in a Crowded Congregation", cliques articles) describes feeling left out despite being present; coping responses (withdraw/mask) are common threads.
Whose Worth Are You Trying to Borrow?	whose-worth-are-you-borrowing	profile	comparison	The Influencer | The Achiever Friend | The "Perfect" Christian | The Highlight Reel	A novel angle on comparison: who you're measuring against to feel okay; the unexpected framing gives it scroll-stopping novelty.	80	Comparison sources describe envying others' lives "wishing ours was the same" and chasing others' standards; borrowing worth from comparison targets is a fresh, accurate spin on the documented behavior.
Who Sees You When You Feel Invisible?	who-sees-you-invisible	archetype	loneliness	El Roi, the God Who Sees (Hagar) | Jesus Who Stopped (Bartimaeus) | The Father Watching the Road | The Shepherd Who Searches	Comfort-first quiz for the invisible-feeling; lands on a name/image of God who notices YOU. Deeply emotional, save-and-share devotional energy.	84	Hagar's El Roi "God who sees me", the father "watching the road" for the prodigal, and the searching shepherd recur across belonging/overlooked-character sources as answers to feeling unseen.
Identity in Christ IQ: Do You Know Who You Are?	identity-in-christ-iq	knowledge	identity	Rooted (deep) | Growing | Shaky | Just Starting	A knowledge quiz on the "I am" scriptures (chosen, redeemed, sealed) that doubles as encouragement; pairs the popular identity topic with a learn-the-verses hook.	74	Navigators/Northwoods/notebookandpenguin compile "I AM" identity statements and verses to memorize (1 Peter 2:9, Gal 2:20, Zeph 3:17); strong demand for knowing identity scriptures, lower virality as knowledge.
Comparison or Contentment: Which Verse Wins?	comparison-or-contentment-verse	knowledge	comparison	Contentment Master | Mostly Free | Often Snared | Comparison-Bound	A "guess/choose the verse" game on comparison vs contentment (1 Cor 13:4, Gal 6:4, Phil 4:11); rides the comparison topic with a light competitive format.	72	Comparison corpus cites "love does not envy" (1 Cor 13:4), Gal 6:4 ("test your own work"), and contentment verses; demand exists but knowledge format caps shareability.
