Have You Committed the Unforgivable Sin? (A Gentle Check)	have-you-committed-the-unforgivable-sin-gentle-check	profile	guilt	Your Fear Itself Is Proof You Haven't | Scrupulosity Is Lying to You | You Need Assurance, Not Punishment | Rest in the Finished Work	Directly serves scrupulosity/religious-OCD sufferers who obsessively fear the unpardonable sin - rare, high-empathy, intensely searched, very shareable relief	85	epm.org "only one unforgivable sin... if you desire forgiveness you are not guilty"; scrupulosity OCD + unpardonable-sin fear documented in Christian counseling resources
Are You Allowed to Be Angry at God?	are-you-allowed-to-be-angry-at-god	profile	suffering	Yes, Like David Yelled the Psalms | Yes, Like Job in His Ash Heap | You're Complaining TO God (Faith) | You've Slipped to Complaining ABOUT God	Removes the shame around anger at God during grief - liberating, counterintuitive, taps a question people are afraid to ask out loud	85	christianity.com is it wrong to be angry with God, thegospelcoalition.org when does grief become sin, blog.newgrowthpress.com when grief is red instead of gray (complain TO vs ABOUT God)
What's Your Hidden Stage of Grief?	whats-your-hidden-stage-of-grief	profile	grief	Numb Shock | Bargaining With God | The Anger You Won't Admit | Quiet Acceptance | Stuck in Sorrow	A faith-aware spin on grief stages that names the stage you're secretly in - very high search demand, comforting, eminently shareable	86	christchurchwoodford.org christian stages of grief; grief-stages content is perennially high-volume and emotionally sticky
Which Grieving Woman of the Bible Are You?	which-grieving-woman-of-the-bible-are-you	archetype	grief	Naomi (Bitter Loss) | Mary of Bethany (Falling at His Feet) | Hannah (Weeping for What She Lacked) | The Widow of Nain (A Son Restored) | Rizpah (Guarding Her Dead)	Female-focused grief archetype distinct from generic "which woman of the Bible" - centers sorrow specifically; deeply resonant for grieving women	82	answeredfaith.com examples of grief in the Bible (Naomi, Hannah), bible.com John 11 Mary/Martha; net-new vs which-woman-of-the-bible-are-you
What Does Your Grief Need to Hear?	what-does-your-grief-need-to-hear	profile	grief	He Heals the Brokenhearted (Ps 147:3) | Blessed Are Those Who Mourn (Mt 5:4) | He Keeps Your Tears in a Bottle | Weeping Endures the Night, Joy Comes	Outputs the exact comfort verse your heart needs right now - taps the massive "bible verses for grief" search demand; instantly screenshot-and-share	85	biblestudytools.com bible verses for overcoming grief, christchurchwoodford.org 40 comforting verses, guideposts.org verses for grief (Ps 147:3, Mt 5:4, Rev 21:4)
Why Does God Feel So Silent Right Now?	why-does-god-feel-so-silent-right-now	profile	suffering	A Dark Night of the Soul | Grief Has Dulled Your Senses | Spiritual Dryness, Not Abandonment | He's Closer Than the Silence Suggests	Names the agonizing felt-absence of God and reframes it as a known spiritual season, not punishment or proof He left - rare, profound, highly shareable	84	soulshepherding.org dark night of the soul, learn.ligonier.org dark night soul, catholic.com dark night not what you think (felt absence, not abandonment)
Which Suffering Saint's Faith Matches Yours?	which-suffering-saints-faith-matches-yours	archetype	suffering	Job (Worship in the Wreckage) | Paul (Thorn in the Flesh) | Joseph (Meant for Good) | Jeremiah (The Weeping Prophet) | Habakkuk (Yet I Will Rejoice)	Maps how you hold faith while suffering onto a biblical sufferer - offers a model and hope; archetype angle with strong novelty	81	bible.org agony of grief, gotquestions.org overcoming grief, billygraham.org suffering (Job, Paul's thorn, Joseph "meant for good")
What's Keeping You From Forgiving Them?	whats-keeping-you-from-forgiving-them	profile	forgiveness	The Wound Is Still Bleeding | You Confuse Forgiving With Excusing | You Fear Letting Them Off | You've Forgiven, but Trust Is Gone	Targets the person stuck on forgiving someone who hurt them deeply - clarifies what forgiveness is/isn't; high demand, very relatable	84	hopechurch.com forgive someone who hurt you deeply, theparkwaychurch.com forgiving someone who hurt you, christianwakeupcall.com how to forgive (forgiveness is not excusing/reconciliation)
What's Your Self-Forgiveness Block?	whats-your-self-forgiveness-block	profile	guilt	Replaying the Highlight Reel of Failure | Believing You Must Earn It | Punishing Yourself as Penance | Mistaking Regret for Repentance	Drills into WHY you can't forgive yourself even after confessing - reframes self-forgiveness as receiving Christ's payment; tender and specific	82	regenerationrecovery.org why I can't forgive myself, wellspringumc.church forgiving yourself, lachristiancounseling.com why we struggle with self-forgiveness
Which Bible Figure Carried Guilt Like You Do?	which-bible-figure-carried-guilt-like-you-do	archetype	guilt	Peter (Wept Bitterly) | Judas (Despair Without Return) | David (Crushed Under Psalm 51) | Jonah (Running From Calling) | The Tax Collector (Lord, Have Mercy)	Contrasts godly sorrow (Peter, David) with worldly sorrow (Judas) through a self-recognition lens - sobering, hopeful, shareable	80	biblicalpathway.com bible on regret (repentance and change), madeofstill.com characters who changed bad to good, bible.org David Psalm 51 (Peter vs Judas sorrow)
Has Grief Shaken or Deepened Your Faith?	has-grief-shaken-or-deepened-your-faith	profile	suffering	Faith Hanging by a Thread | Wrestling Honestly Like Jacob | Quietly Trusting in the Dark | Roots Driven Deeper by Loss	Names where loss has left your faith - validates doubters (doubt doesn't disqualify) and honors quiet trusters; high emotional pull	83	testimon.io christian miscarriage grief "you can believe God is good and still be devastated", reviveourhearts.com hanging onto God, desiringgod.org valley of miscarriage (doubt doesn't disqualify)
What's Your Path Back to God After Falling?	whats-your-path-back-to-god-after-falling	profile	guilt	The Prodigal's Long Walk Home | Quiet Confession (1 John 1:9) | Restoration After Public Failure | Believing the Old Self Is Gone	Gives the shame-bound believer a concrete return route - hopeful, action-oriented, reframes identity as new creation; very shareable	82	regenerationrecovery.org / epm.org "the old has gone, the new has come", pursuegod.org, footprintsofinspiration.com (2 Cor 5:17 new creation)
What Lie Is Your Shame Telling You About God?	what-lie-is-your-shame-telling-you-about-god	profile	shame	He's Disappointed in You | He's Keeping Score | He Loves You Only When You Perform | He's Already Run to Meet You	Exposes the distorted God-image shame builds and replaces it with the prodigal's running Father - convicting, freeing, highly shareable	83	thegospelcoalition.org/article/break-shames-chains, ftc.co breaking the power of shame, sermons on identity in Christ vs shame (Father runs to meet you)
Which Comfort Does Your Soul Need Today?	which-comfort-does-your-soul-need-today	profile	suffering	The God Who Sees (El Roi) | The God Who Is Near the Brokenhearted | The God Who Wipes Every Tear | The God of All Comfort	A gentle daily-draw that matches your ache to a facet of God's comfort - low-friction, repeat-shareable, devotional feel	78	guideposts.org verses to comfort the grieving, biblestudytools.com grief verses (Ps 34:18, 2 Cor 1:3-4, Rev 21:4 God of all comfort)
Are You Grieving a Loss Nobody Acknowledges?	are-you-grieving-a-loss-nobody-acknowledges	profile	grief	Pregnancy or Infant Loss | A Living Loss (Estrangement) | A Dream That Died | Grief You Feel You Can't Voice	Names disenfranchised grief - the losses people grieve in silence - making invisible pain visible; rare angle, intensely shareable for the unseen	83	christianfamilysolutions.org miscarriage and stillbirth grief, christianliferesources.com I will never forget you, annakettle.com theology of miscarriage (lonely/unspoken grief)
How Do You Hold Onto Hope When God Says No?	how-do-you-hold-onto-hope-when-god-says-no	profile	suffering	Habakkuk's Defiant 'Yet I Will Rejoice' | Job's 'Though He Slay Me' | Paul's Sufficient Grace | Honest Lament That Still Trusts	For unanswered-prayer and chronic suffering - models trusting God past the unanswered "no"; novel framing, hope-forward	80	thinke.org god allow suffering, billygraham.org suffering, gotquestions.org overcoming grief (Habakkuk 3:17-18, Job 13:15, 2 Cor 12:9)
What Your Tears Are Telling You	what-your-tears-are-telling-you	profile	grief	Tears of Lament | Tears of Release | Tears You've Been Holding Back | Tears Jesus Shares With You	A tender, universal entry point - decodes what your crying (or inability to cry) means spiritually; soft, shareable, low barrier	79	desiringgod.org why Jesus wept, openthebible.org.uk a Saviour who knows your tears, inspiration.org Jesus wept mourning with those who mourn
Suffering IQ: What the Bible Really Says About Pain	suffering-iq-what-the-bible-really-says-about-pain	knowledge	suffering	Pain Scholar | Honest Wrestler | Comfort Seeker | Just Beginning to Ask	A knowledge quiz on biblical responses to suffering (Job, theodicy, lament, Romans 8) - shareable score plus genuine teaching; rounds out the set	72	bible.org agony of grief, gcu.edu purpose of suffering, dialinministries.org MacArthur why God allows evil (Job, Rom 8:28, theodicy basics)
Grief & Comfort IQ: Do You Know the Bible's Words for Mourning?	grief-and-comfort-iq	knowledge	grief	Mourning Master | Verse Keeper | Learning to Mourn | Just Started	Tests knowledge of comfort passages and grieving figures - scoreable, light teaching on Mt 5:4, Ps 147:3, Rev 21:4, John 11; complements profile quizzes	70	biblestudytools.com grief verses, christchurchwoodford.org 40 comforting verses, christianityiq.com bible characters who experienced grief
What's Your Story of Coming Out of the Pit?	whats-your-story-of-coming-out-of-the-pit	profile	suffering	Still in the Pit, Crying Out | Climbing Out Slowly | Out, but Carrying Scars | Helping Others Out Now	Maps your trajectory through suffering toward redemption (Ps 40 "out of the pit") - hopeful arc, naturally shareable as a testimony of where you are	81	spokanechristiancounseling.com bible verses about loss for stages of grief, jeremiah 31:13 mourning into joy, Ps 40:1-3 lifted from the pit (testimony/redemption arc)
