Which Source of Your Anger Runs Deepest?	which-source-of-your-anger	profile	anger and unforgiveness	Hurt Pretending to Be Anger | Injustice You Witnessed | Boundaries People Crossed | Fear Wearing an Angry Mask | Grief You Never Got to Feel	Reframes anger as a messenger pointing to a deeper wound, defusing shame and inviting healing; 'anger is a secondary emotion' is a viral therapy concept	86	Letting-go-of-anger content (Centerstone, Headspace) frames anger as covering hurt/fear/grief; Christian teaching to feel anger as a 'God-given emotion' after loss supports the reframe
Is It Conviction or Is It Shame?	is-it-conviction-or-shame	profile	religious trauma	Healthy Conviction From God | Toxic Shame From People | A Tangled Mix | An Old Voice That Isn't God's	Separates the Spirit's gentle conviction from the crushing shame religious trauma leaves behind; a genuine lightbulb-moment quiz	89	Religious-trauma sources name 'persistent shame, guilt, worthlessness' as core symptoms; distinguishing conviction from shame is a recurring church-hurt healing theme
What's Your Path Back to God After Church Hurt?	whats-your-path-back-to-god	profile	rebuilding faith after church hurt	Through Honest Lament | Through a Safe Small Community | Through Rediscovering Jesus Apart From Religion | Through Therapy and Time | Still Finding the Door	Offers hopeful, non-pushy routes back to faith for people whose connection to God was poisoned by people; deeply saveable	90	CAC and APA (2025) on rebuilding a spiritual life after religion; recurring theme that 'God was not absent even when people failed' and lament doesn't offend God
Which Bible Figure's Betrayal Feels Like Yours?	which-bible-betrayal-feels-like-yours	archetype	betrayal and broken trust	Joseph (Betrayed by Family) | David (Betrayed by Absalom, His Son) | Jesus (Betrayed by a Close Friend) | Job (Failed by His Friends) | Hannah (Provoked by a Rival)	Matches the shape of your betrayal to a figure who lived it, so you feel less alone; betrayal stories are emotionally charged and screenshot-ready	86	Joseph sold by brothers, Absalom's revolt, Judas's kiss, Job's friends, Peninnah provoking Hannah are the go-to betrayal narratives; 'God meant it for good' anchors the hope
Are You Healing or Just Avoiding?	are-you-healing-or-just-avoiding	profile	healing past wounds	Truly Healing | Numbing and Calling It Peace | Spiritually Bypassing the Pain | Stuck but Honest About It	A gentle gut-check that distinguishes real healing from spiritual bypassing; the provocative either/or drives shares and self-reflection	88	Recovery sources warn against 'spiritual bypassing' and numbing; Christian teaching that 'God validates pain before He heals it' counters pretending you're fine
What's Your Inner-Healing Next Step?	whats-your-inner-healing-next-step	profile	inner healing	Name the Wound | Grieve and Lament It | Forgive the One Who Caused It | Replace the Lie With Truth | Invite God Into the Memory	A practical recommender that hands you the one move that fits where you are; turns a vague 'I want to heal' into a concrete step	85	Christian inner-healing frameworks: honest lament, inviting God into unexplored memories, forgiveness, and lie-to-truth replacement are the recurring named steps
Which Part of You Still Needs Healing?	which-part-of-you-needs-healing	profile	emotional healing	The Anxious Child | The Angry Protector | The People-Pleaser | The Perfectionist | The One Who Went Numb	Externalizes the wounded 'part' that runs the show, making painful self-knowledge feel safe and tender; parts language is highly shareable	86	Inner-child / parts-work content (light candle 'for the wounded and judgmental parts of oneself') and IFS-style framing of protective parts is widespread in trauma-healing material
How Bitter Have You Become? (Be Honest)	how-bitter-have-you-become	profile	bitterness	Barely a Seed | A Root Taking Hold | A Wall Around Your Heart | Bitterness Is Driving Now	A brave, mirror-like self-assessment with a redemptive off-ramp; the 'be honest' framing invites confession and sharing	87	'Root of bitterness' (Hebrews 12:15) imagery; Desiring God and Christianity Today frame bitterness as a hardening that 'pulls us away from the Lord' if left unchecked
Are You Angry at God? (And Is That Okay?)	are-you-angry-at-god	profile	anger at God	Yes, and You're Hiding It | Yes, and You're Wrestling Honestly | More Disappointed Than Angry | Numb and Distant Right Now	Gives permission for the taboo emotion most believers won't admit, with the reassurance that lament is biblical; rare, brave, intensely shareable	90	Christian healing content repeatedly normalizes anger at God through honest lament (the Psalms, Job); 'is it a sin to be angry at God' is a recurring, emotionally loaded search
Which Bible Figure Hid Their Wound Like You Do?	which-bible-figure-hid-their-wound	archetype	fear of being hurt again	Elijah (Ran and Isolated in the Cave) | Mephibosheth (Hid in Lo-Debar, Sure He Was Worthless) | Hagar (Fled to the Wilderness) | Peter (Hid in Shame After Denying Jesus) | Naomi (Came Home Empty and Renamed Herself Bitter)	Names the armor you wear since the wound by matching it to a figure who hid theirs, then shows how God came looking; self-protection patterns are deeply relatable post-hurt	86	Elijah's burnout cave, Mephibosheth hiding in Lo-Debar believing he was a 'dead dog', Hagar fleeing, Peter's shame, Naomi 'call me Mara'; in each, God pursues the one in hiding
Could You Sit at the Table With Someone Who Hurt You?	could-you-sit-at-the-table	profile	forgiving someone who hurt you	Yes, You're Ready | Only With Boundaries | Not Yet, and That's Okay | You Could Forgive but Not Reconcile	Uses the Mephibosheth-at-the-table image to test where you are on reconciliation versus forgiveness; vivid and emotionally resonant	84	Mephibosheth seated at David's table as a redemption image; forgiveness-vs-reconciliation teaching (you can forgive while keeping boundaries) is central to the forgiveness search cluster
What's the Real Reason You Left the Church?	whats-the-real-reason-you-left-church	profile	leaving church	A Leader Hurt You | The Hypocrisy Broke You | You Were Never Allowed to Doubt | Burnout and Exhaustion | You Drifted More Than You Decided	Helps people articulate the layered 'why' behind walking away, which is the start of processing it; high-recognition, confessional hook	86	APA (2025) 'rebuilding life after organized religion', YouTube church-hurt testimonies; spiritual exhaustion and 'not allowed to question' are repeated reasons in leaving-church narratives
Which Healing Encounter With Jesus Is Yours?	which-healing-encounter-with-jesus	archetype	emotional healing	The Bleeding Woman (Reached Out in Desperation) | The Invalid at Bethesda ('Do You Want to Get Well?') | The Woman Caught in Sin (Released From Shame) | Bartimaeus (Cried Out for Mercy) | The Leper (Untouchable, Then Touched)	Maps you to the Gospel healing scene that mirrors your story and gives you Jesus' exact words to you; comforting, gospel-centered, eminently screenshot-worthy	88	Gospel healing encounters: the bleeding woman 'your faith has healed you', Bethesda 'do you want to get well?', the woman caught in adultery, blind Bartimaeus, the cleansed leper; hope-forward and saveable
Which Faith-Deconstruction Stage Are You In?	which-faith-deconstruction-stage	profile	deconstruction after church hurt	The First Cracks | Angry and Questioning Everything | Sifting What's Real From What Was Control | Quietly Rebuilding | Reconstructed, on Your Own Terms	Names where you are in the messy faith-shift after church hurt without judgment; deconstruction is a high-volume, identity-defining conversation	87	r/religioustrauma and deconstruction content frame a staged journey (questioning, anger, sifting, rebuilding); APA covers rebuilding meaning after leaving high-control religion
How Well Do You Know the Bible's Wounded Healers?	bible-wounded-healers-knowledge-quiz	knowledge	healing past wounds	New to These Stories | You Know the Famous Ones | Wounded-Healer Scholar | You Live in These Stories	A lighter knowledge quiz so the cluster isn't all profiles, riding the wounded-but-healed theme; low-pressure but still on-emotion	74	Rich material: Joseph, Naomi, the bleeding woman, Mephibosheth, Paul, Hagar, Job, David all carry well-documented wound-to-restoration arcs that make strong quiz questions
