Are You Carrying More Than You Can Hold?	are-you-carrying-more-than-you-can-hold	profile	People silently shoulder everyone's burdens until they're crushed and want permission to admit it	Drowning (way past capacity) | Maxed Out | Quietly Overloaded | Stretched but Coping | Carrying a Healthy Load	The "cast your cares" theme meets a brutally relatable load-check; results feel like permission to put something down	85	1 Peter 5:7 "cast all your anxiety" is everywhere; people-pleasing-to-burnout content describes Christian women carrying everyone
What's Your Health-Anxiety Pattern?	whats-your-health-anxiety-pattern	profile	People googling every symptom and fearing the worst about their body feel ashamed and alone	The Symptom Googler | The Worst-Diagnosis Jumper | The Body Scanner | The Reassurance Seeker | The Death-Fearer | Mostly At Peace	A surprisingly underserved but deeply felt niche; "this is literally me" recognition for health-anxious believers	83	Dedicated Christian health-anxiety/hypochondria content (Testimonio, Biblical Counseling Coalition, GotQuestions) shows real, distressed demand
Which Fear Is Secretly Running Your Life?	which-fear-is-running-your-life	profile	People sense fear drives their choices but can't name which fear is in the driver's seat	Fear of Failure | Fear of Rejection | Fear of the Unknown | Fear of Losing Someone | Fear of Not Mattering | Fear of Death | Fear of Disappointing God	The "name the fear that secretly steers you" reveal is high-charge and the result becomes a postable identity insight	88	Fear-themed Christian content spans rejection, the future, death, and disappointing God; "do not be afraid" is the Bible's most repeated command (well-known hook)
How Do You React When Plans Fall Apart?	how-do-you-react-when-plans-fall-apart	profile	Control-driven people unravel when life goes off-script and want to understand their reaction	The Frantic Fixer | The Shutdown | The Spiraler | The Quiet Controller | The Surrenderer	Taps the control-and-anxiety link (huge therapy topic) with a relatable trigger and a "trust vs control" verse payoff	84	Christian counseling on control issues describes "frantic control" and difficulty when plans change; control rooted in fear is a recurring frame
Is It Anxiety or Is It a Faith Problem?	is-it-anxiety-or-a-faith-problem	profile	Christians secretly fear their anxiety means weak faith and desperately want clarity and relief from guilt	It's Anxiety, Not Faithlessness | A Mix You Can Untangle | Mostly Spiritual Battle | Time to Seek Support | You're Being Too Hard on Yourself	Hits the guilt nerve "does my anxiety mean I don't trust God" and offers grace; deeply emotional and shareable	89	Health-anxiety and high-functioning-anxiety Christian sources directly name the guilt "if I had more faith would I be this anxious"; very common pain point
What's Your Worry Language?	whats-your-worry-language	profile	People express anxiety in distinct ways and a "language" framing feels fun and personal	The Verbal Processor | The Silent Stewer | The List-Maker | The Avoider | The Researcher | The Reassurance-Seeker	A love-languages-style spin on worry that is light, fun, and instantly screenshot-able with a faith next step	82	Worry/anxiety-type self-quizzes (AnxietyCentre Worry Test, anxiety-types quizzes) show demand for categorizing how worry shows up
Which Anxious Bible Prayer Sounds Like You?	which-anxious-bible-prayer-sounds-like-you	archetype	People want their raw, fearful prayers validated by scripture's honest cries	Hannah's Desperate Plea | David's "How Long, O Lord" | Jesus in Gethsemane | Jehoshaphat's "We Don't Know What to Do" | Peter's "Lord, Save Me" | Paul's Thorn Prayer	Validates messy anxious prayer through biblical examples; the "you're allowed to pray scared" message spreads	83	Counseling content highlights anxious biblical prayers (Hannah, David's Psalms, Gethsemane); "we do not know what to do" (2 Chron 20) is a known anxiety verse
How Well Do You Know What the Bible Says About Fear?	bible-fear-and-anxiety-iq	knowledge	Fans of the topic want to test whether they actually know the famous fear-not verses	Fearless Scholar | Solid Foundation | Getting There | Time to Dig In	Quizzes the "do not be afraid" verses people quote at each other; fun, low-stakes, and SEO-friendly	78	"Do not be afraid" / "fear not" verse roundups are everywhere; people share verse lists for anxiety constantly, signaling knowledge interest
Which Burned-Out Bible Hero Are You?	which-burned-out-bible-hero-are-you	archetype	Exhausted believers want to see their burnout mirrored in a faith hero who hit the wall	Elijah (collapsed after the high) | Moses (carrying everyone alone) | Martha (busy and resentful) | Jonah (done and bitter) | Jeremiah (weary of the work) | Naomi (empty and grieving)	A flagship "which tired Bible hero are you" badge; Elijah-wanted-to-die is shockingly relatable and screenshot-worthy	92	"4 Bible Characters Who Experienced Burnout" and Elijah-burnout content are widely published; Elijah running exhausted and wanting to die is the go-to burnout story
What's Your Burnout Stage?	whats-your-burnout-stage	profile	Tired people want to know if they're just busy or genuinely burning out	Running on Empty | Cynical and Detached | Surviving on Fumes | Stretched but Okay | Recovering | Healthy Rhythm	A burnout-stage diagnostic gives a serious, share-worthy "how bad is it" verdict plus a rest-based next step	90	Pastor burnout data is stark (40% high-risk, 91% experienced it, 18% "fried to a crisp"); mom-burnout content uses "nothing left to give"
Are You Actually Resting or Just Stopping?	are-you-actually-resting-or-just-stopping	profile	People collapse on the couch but never feel restored and wonder why rest isn't working	Numb-Scrolling (not real rest) | Crash-and-Burn Rest | Guilty Rest | Productive "Rest" | True Sabbath Rest	The "your rest isn't actually resting" reveal is a fresh, convicting insight that drives saves and shares	88	Biblical-rest content stresses that stopping isn't Sabbath and that we mistake numbing for rest; hustle-culture-vs-rest is a huge teaching theme
Why Are You So Tired?	why-are-you-so-tired	profile	"I'm so tired" is a daily refrain and people want to know what's actually draining them	Soul Tired (spiritual depletion) | People-Pleasing Drain | Hustle Burnout | Carrying Others' Weight | Decision Fatigue | Just Physically Run-Down	Names the real source behind "I'm exhausted," which feels revelatory, and points to the matching kind of rest	89	"I'm so tired" / weary-and-burdened (Matt 11:28) framing is everywhere; mom and ministry burnout content centers chronic exhaustion
What's Your Hustle-Culture Trap?	whats-your-hustle-culture-trap	profile	Christians feel their worth is tied to productivity and want to name the lie they've believed	Worth = Output | Can't Say No | Always Available | Rest Feels Lazy | Comparison-Driven Grind | Saving Everyone	Calls out the "my value is my productivity" lie that hustle-weary believers recognize instantly	86	Hustle-culture-vs-Sabbath content repeats that "your worth isn't your productivity"; high-functioning anxiety wears the costume of hustle
Do You Have Mom Burnout?	do-you-have-mom-burnout	profile	Christian moms feel they have nothing left to give and quietly fear they're failing	Burned Out and Running on Empty | Touched-Out and Overstimulated | Resentful and Guilty | Stretched Thin | Tired but Holding On | In a Good Rhythm	A laser-targeted "this is exactly my life" quiz for an enormous, sharing-prone audience of Christian moms	90	Christian mom-burnout content uses "you have nothing left to give," snapping over little things, and tired-after-sleep; high engagement niche
What Kind of Rest Does Your Soul Need?	what-rest-does-your-soul-need	profile	Exhausted people don't know what would actually refill them and want a prescription	Physical Rest | Emotional Rest | Spiritual Rest | Social Rest | Sensory Rest | Creative Rest | Sabbath Rest	A "types of rest" framing (trending concept) baptized in faith; gives a personalized, shareable rest plan	85	Biblical self-care/rest content distinguishes kinds of rest beyond sleep; "types of rest" is a viral wellness concept ripe for a faith spin
Which Rest-Stealer Is Robbing Your Peace?	which-rest-stealer-is-robbing-your-peace	profile	People can't rest and want to identify the specific thing stealing their peace	The Phone | Overcommitment | Guilt | Worry About Money | Comparison | Never-Off Work | A Restless Mind	Names the exact peace-thief, which is satisfying and convicting, and ties it to a Sabbath-style remedy	83	Rest/Sabbath teaching consistently lists distraction, overcommitment, and guilt as rest-killers; "be still and know" is the anchor verse
Are You Headed for Burnout? (Warning-Signs Check)	are-you-headed-for-burnout	profile	People want an early-warning read before they fully crash	Code Red (burnout now) | Flashing Warning Lights | Early Signs | Stretched but Stable | Sustainable Pace	An early-warning quiz creates urgency and a "send this to a friend who needs it" share moment	86	Burnout warning-sign checklists (headaches, tiredness after sleep, snapping, dread) are standard in mom/ministry burnout articles
What's Your Path Back from Burnout?	whats-your-path-back-from-burnout	profile	People who know they're burned out don't know how to recover and want a starting point	Radical Rest First | Boundaries and No's | Reconnect with God | Lighten the Load | Ask for Help | Restore Your Body	Turns "how do I recover" into a personalized first-step badge with a hopeful, gospel-rest tone	84	Recovery content stresses recovery "isn't doing more" and centers Sabbath, boundaries, and leaning on Jesus; clear demand for next steps
Is Your Yes Burning You Out?	is-your-yes-burning-you-out	profile	Christian people-pleasers say yes until they resent everyone and want to see the damage	Chronic Yes (heading for collapse) | Guilt-Driven Yes | Boundary-Less | Learning to Say No | Healthy Boundaries	The people-pleasing-to-burnout pipeline is intensely relatable to Christian women and the result gives permission to say no	87	"People-pleasing leads to burnout and resentment" is a documented pattern; Christian-women-as-conditioned-people-pleasers content ranks well
Which Rhythm of Jesus Do You Most Need?	which-rhythm-of-jesus-do-you-need	archetype	Burned-out believers want to copy how Jesus actually lived unhurried and rested	Withdraw to a Quiet Place | Sleep in the Storm | One Thing Is Needed (Mary) | Come to Me, All Who Are Weary | Walk, Don't Rush | Feast and Celebrate	A fresh, identity-style "which practice of Jesus is your missing piece" that frames rest as imitation of Christ	85	Rest teaching repeatedly points to Jesus withdrawing, sleeping in the storm, and "come to me all who are weary" (Matt 11:28) as the model
What's Your Sabbath Personality?	whats-your-sabbath-personality	archetype	People want to start a Sabbath but don't know what kind of rest day fits them	The Slow-Morning Sabbath | The Nature Sabbath | The People-Free Sabbath | The Worship-Filled Sabbath | The Creative Sabbath | The Sleep-and-Recover Sabbath	A fun, aspirational "which rest day are you" identity quiz that makes Sabbath feel doable and screenshot-worthy	82	Sabbath-as-antidote-to-burnout is a booming theme; "what is Sabbath rest for the burned out" guides show appetite for practical, personalized rest
