Are You a Workaholic in Disguise?	are-you-a-workaholic-in-disguise	profile	workaholism, career vs calling, identity	Balanced | Subtle Striver | Identity-In-Work | Burned-Out Idolater	'In disguise' assumes the reader might be guilty, which drives clicks; work-as-idol resonates with hustle-culture Christians.	83	Desiring God 'Admonition to Workaholics'; Biblical Counseling Center 'Don't Let Work Become Your World'; Bible.org Psalm 127 'Word for Workaholics'.
What's Your Generosity Style?	whats-your-generosity-style	profile	greed vs generosity, tithing, giving	The Cheerful Giver | The Reluctant Tither | The Secret Saver | The Impulsive Blesser	Positive, share-friendly spin on a convicting topic; lets people feel seen as givers while gently exposing reluctance.	78	2 Cor 9 cheerful giver teaching; Tithely greed/giving resources; widow's mite generosity contrast; tithing as recurring church-finance theme.
Is It a Sin to Want to Be Rich? (Heart Test)	is-it-a-sin-to-want-to-be-rich	profile	greed vs generosity, ambition, love of money	Healthy Desire | Slippery Slope | Love of Money | Already Free	Answers the single most-Googled Christian money question as a personal test; the title is a perfect SEO + curiosity magnet.	86	GotQuestions 'love of money root of evil'; Catholic Answers 'Sin of Greed'; TGC 'How Can I Know if I'm Being Greedy'; 1 Tim 6:10 misquote angle.
What's Quietly Stealing Your Time?	whats-quietly-stealing-your-time	profile	procrastination, phone addiction, discipline	The Scroll | The 'Later' Trap | The Busy-But-Empty | The Comfort Crash	Time-theft framing is relatable to everyone fighting distraction; combines procrastination and phone habits into one convicting reveal.	81	GotQuestions procrastination; Proverbs 6:6-8 sluggard/ant; Desiring God smartphone ADD on fragmented attention; Eph 5 'redeeming the time'.
What's Your Procrastination Type?	whats-your-procrastination-type	profile	procrastination, discipline, willpower	The Perfectionist | The Avoider | The Distracted | The Overwhelmed | The Diligent	Procrastination quizzes are evergreen viral content; a faith-framed 'diligence vs sloth' version is a fresh, shareable angle.	80	GotQuestions procrastination + Proverbs on laziness (TGC, DeYoung); Colossians 3:23 'work as for the Lord'; Proverbs 13:11 diligence.
Which Deadly Sin Is Your Money Tempting You Toward?	which-money-deadly-sin-are-you	archetype	greed, envy, contentment	Greed | Envy | Pride | Gluttony/Excess	Seven-deadly-sins framing is intrinsically clickable; tying it to money/possessions makes it specific and convicting without feeling generic.	83	Catholic Answers 'Sin of Greed' (capital sin); Growing Godly Generations 'Se7en Deadly Sins: Envy & Greed' (Proverbs 24); greed gives rise to other sins.
Are You Secretly Jealous of Others' Success?	are-you-jealous-of-others-success	profile	envy of success, comparison, contentment	Genuinely Happy | Quietly Comparing | Resentful | Consumed By Comparison	Comparison/envy is the defining modern struggle; 'secretly jealous' is a high-curiosity, high-share confession-style hook.	86	Christian Publishing House 'Social Media Comparison and Envy'; Sunnybrook 'Overcoming Comparison and Envy'; envy says 'I hope he fails' framing.
Is Social Media Making You Envious?	is-social-media-making-you-envious	profile	comparison, envy, social media	Immune | Occasionally Stung | Comparison Spiral | Joy Thief	Targets the Instagram-envy phenomenon directly; pairs two viral topics (social media + envy) for maximum demand and shareability.	84	Deseret 'Instagram Effect: psychology of envy'; Stylist 'Instagram-fuelled jealousy'; Luke Finley 'social media and the problem of envy'.
What's Your Relationship With Rest?	whats-your-relationship-with-rest	profile	workaholism, discipline, Sabbath	Sabbath-Keeper | Guilty Rester | Can't Slow Down | Lazy & Calling It Rest	Flips the productivity script; rest-vs-workaholism vs laziness is a nuanced, self-aware angle that performs well with burned-out audiences.	79	Scott LaPierre 'What Does the Bible Say About Working Too Much: A Call to Rest'; Bible.org Psalm 127 workaholics; Sabbath/rest theology.
Are You Chasing Money or Calling?	are-you-chasing-money-or-calling	profile	career vs calling, ambition, money	All Calling | Calling-Leaning | Torn | All Paycheck	Frames the career-vs-calling tension as a personal verdict; resonates with anyone weighing a stable job against a sense of purpose.	82	iBelieve 'Is God Calling You to Leave Your Job, But Money Is an Issue'; Theology of Work calling vs career; Cure4TheSoul 'God's Call to Quit Your Job'.
Could You Pass the Rich Young Ruler Test?	could-you-pass-the-rich-young-ruler-test	profile	greed vs generosity, wealth, surrender	You'd Follow | You'd Hesitate | You'd Walk Away Sad | You're Already Free	Turns Jesus' hardest money challenge into a personal dare; 'could you pass' is a powerful, slightly uncomfortable share hook.	85	Redeeming God 'The Rich Young Ruler and You' (Matt 19:16-24); Mark 10:17-27; TIFWE rich young ruler through Luke & Acts.
What Are You Trusting Instead of God?	what-are-you-trusting-instead-of-god	profile	money idolatry, anxiety, self-control	Money | Control/Planning | Your Own Effort | Comfort/Escape	Cuts to the root idol behind money and habit struggles; a heart-level reveal that feels weighty and worth sharing.	80	Matthew 6 'do not worry' / treasure in heaven; Crown/ramsey trust-God-with-finances; get-rich-quick 'trust money not God' framing.
Is a Vice Hiding in Your Daily Routine?	is-a-vice-hiding-in-your-routine	profile	addiction, self-control, habits	All Clear | One Sneaky Habit | A Comfort Crutch | A Hidden Stronghold	Reframes 'addiction' as small daily vices anyone can have; lower shame than a porn-specific quiz, broad relatability, strong curiosity.	81	NoFap/pornfree recovery framing on small habits becoming strongholds; smartphone idolatry; comfort-vice and habit-loop language across results.
What's Your Tithing Story?	whats-your-tithing-story	profile	tithing guilt, generosity, financial stress	Faithful & Free | Giving Through Fear | Guilty & Behind | Skeptical | Generous Beyond 10%	Tithing guilt is a real, under-discussed pain point; a no-shame 'story' framing invites honesty and broad participation.	77	Equipping Godly Women on Dave Ramsey/tithing debates; Tithely greed/giving; Malachi 3 tithe teaching; recurring 'can't afford to tithe' guilt.
Which Bible Figure's Wealth Warning Are You Ignoring?	which-wealth-warning-are-you-ignoring	archetype	greed, contentment, materialism	The Rich Fool | Solomon's 'Vanity' | Laodicea ('Rich and Need Nothing') | Ananias & Sapphira	Curiosity-driven 'warning you're ignoring' hook; lesser-known figures (Rich Fool, Laodicea) add novelty beyond the usual money stories.	78	Luke 12 Rich Fool parable; Ecclesiastes/Solomon vanity of wealth; Revelation 3 Laodicea; Acts 5 Ananias & Sapphira on money deceit.
What's Your Willpower Wired Like?	whats-your-willpower-wired-like	profile	willpower, self-control, discipline	Iron Will | Spirit-Reliant | White-Knuckler | Easily Caved	Distinguishes self-reliant grit from Spirit-dependent strength; a fresh psychological-spiritual angle on the willpower obsession.	78	Truth For Life / Crossway: self-control is fruit of the Spirit not white-knuckling; Words By Andy Lee 'steps to self-control and willpower by the Spirit'.
Are You a Free Spender or a Fearful Saver?	free-spender-or-fearful-saver	profile	financial stress, contentment, money habits	Free Spender | Fearful Saver | Balanced Steward | Anxious Hoarder	Classic spender-vs-saver framing with a faith twist; binary tension invites couples and friends to compare and share.	79	Crown/Good Sense biblical view of spending; contentment vs hoarding teaching; Crosswalk trust-God-with-money; prudent-spender language.
What Would Jesus Say About Your Money?	what-would-jesus-say-about-your-money	profile	greed vs generosity, stewardship, contentment	'Well Done, Steward' | 'Watch Your Heart' | 'You Lack One Thing' | 'Where Is Your Treasure?'	Bold, conviction-forward hook; the 'what would Jesus say' frame is provocative and the results echo real Gospel sayings.	83	Christian Post 'What Jesus said money is really for'; Matt 6:21 treasure; rich young ruler 'you lack one thing'; parable of the talents steward.
Money IQ: Sort the Bible's Money Teachings	money-iq-bible	knowledge	greed vs generosity, contentment, stewardship	Money Novice | Steward-in-Training | Money-Wise | Stewardship Sage	Light knowledge piece for the 5% slot; tests whether people actually know what the Bible says vs. assume ('money is the root of all evil' myth).	68	1 Tim 6:10 most-misquoted verse (GotQuestions); Proverbs 13:11 get-rich-quick; widow's mite, talents, rich fool as quiz-able teachings.
Self-Control IQ: Willpower, Sin, and the Spirit	self-control-iq	knowledge	self-control, willpower, temptation	Just Starting | Growing | Disciplined | Spirit-Trained	Knowledge-slot quiz on what Scripture really teaches about self-control and temptation; clarifies the willpower-vs-Spirit misunderstanding.	66	1 Cor 10:13 'way out'; Galatians 5:22-23 fruit; 2 Tim 1:7; common misconception that self-control is pure willpower (Truth For Life, Crossway).
